Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     669/2799651     std::vector<std::vector<cmbr_comb, std::allocator<cmbr_comb> >, std::allocator<std::vector<cmbr_comb, std::allocator<cmbr_comb> > > >::operator[](unsigned int) [192]
                0.00    0.00     462/1489        std::vector<mbr, std::allocator<mbr> >::~vector() [377]
                0.00    0.00     444/2798928     std::vector<cmbr_comb, std::allocator<cmbr_comb> >::operator[](unsigned int) [193]
                0.00    0.00     309/1985        std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::operator[](unsigned int) [363]
                0.00    0.00     302/8399        std::bitset<13u>::operator[](unsigned int) [299]
                0.00    0.00     302/302         std::bitset<13u>::reference::operator=(bool) [468]
                0.00    0.00     302/8399        std::bitset<13u>::reference::~reference() [298]
                0.00    0.00     225/225         std::bitset<13u>::reset() [489]
                0.00    0.00      89/492         std::common_type<std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> >, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> >, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > > const&) [436]
                0.00    0.00      89/492         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long long, std::ratio<1ll, 1000000ll> > >::value, std::chrono::duration<long long, std::ratio<1ll, 1000000ll> > >::type std::chrono::duration_cast<std::chrono::duration<long long, std::ratio<1ll, 1000000ll> >, long long, std::ratio<1ll, 1000000000ll> >(std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > const&) [432]
                0.00    0.00      89/492         std::chrono::duration<long long, std::ratio<1ll, 1000000ll> >::count() const [431]
                0.00    0.00      89/492         std::__cxx11::to_string(long long) [438]
                0.00    0.00      89/492         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [439]
                0.00    0.00      12/12          cmbr_filter_layerwise(int) [546]
                0.00    0.00       1/232         cmbr::cmbr() [476]
                0.00    0.00       1/1           cmbr_comb::cmbr_comb() [574]
-----------------------------------------------
                0.27    0.85     231/231         buildCMBRList(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >) [2]
[3]     64.8    0.27    0.85     231         getCMBRLayerWCount(std::vector<mbr, std::allocator<mbr> >, std::vector<mbr, std::allocator<mbr> >) [3]
                0.21    0.20 21287627/21287627     calculateCMBR(float, float, float, float, float, float, float, float) [4]
                0.26    0.00 170301016/170301016     std::vector<mbr, std::allocator<mbr> >::operator[](unsigned int) [7]
                0.11    0.00 21648666/21658755     std::vector<mbr, std::allocator<mbr> >::size() const [13]
                0.00    0.04  200644/297717      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::push_back(std::vector<int, std::allocator<int> > const&) [21]
                0.00    0.01     450/752         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [63]
                0.00    0.00     225/225         std::vector<mbr, std::allocator<mbr> >::operator=(std::vector<mbr, std::allocator<mbr> > const&) [101]
                0.00    0.00  755786/1781293     std::vector<int, std::allocator<int> >::push_back(int const&) [79]
                0.00    0.00     231/492         print_time(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [100]
                0.00    0.00  200644/297729      std::vector<int, std::allocator<int> >::clear() [112]
                0.00    0.00     462/3583        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [83]
                0.00    0.00     450/450         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::clear() [137]
                0.00    0.00  180404/19768061     std::vector<int, std::allocator<int> >::size() const [45]
                0.00    0.00  655464/655464      std::vector<mbr, std::allocator<mbr> >::push_back(mbr const&) [172]
                0.00    0.00     462/1117203     std::vector<int, std::allocator<int> >::~vector() [62]
                0.00    0.00     231/21289534     mbr::mbr() [20]
                0.00    0.00     462/1076        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [396]
                0.00    0.00     462/1477        std::vector<int, std::allocator<int> >::vector() [383]
                0.00    0.00     231/476         std::vector<mbr, std::allocator<mbr> >::vector() [444]
                0.00    0.00     231/492         std::common_type<std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> >, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> >, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > > const&) [436]
                0.00    0.00     231/492         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long long, std::ratio<1ll, 1000000ll> > >::value, std::chrono::duration<long long, std::ratio<1ll, 1000000ll> > >::type std::chrono::duration_cast<std::chrono::duration<long long, std::ratio<1ll, 1000000ll> >, long long, std::ratio<1ll, 1000000000ll> >(std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > const&) [432]
                0.00    0.00     231/492         std::chrono::duration<long long, std::ratio<1ll, 1000000ll> >::count() const [431]
                0.00    0.00     231/492         std::__cxx11::to_string(long long) [438]
                0.00    0.00     231/492         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [439]
                0.00    0.00     231/232         cmbr::cmbr() [476]
                0.00    0.00     231/1489        std::vector<mbr, std::allocator<mbr> >::~vector() [377]
                0.00    0.00     225/225         std::vector<mbr, std::allocator<mbr> >::clear() [491]
-----------------------------------------------
                0.21    0.20 21287627/21287627     getCMBRLayerWCount(std::vector<mbr, std::allocator<mbr> >, std::vector<mbr, std::allocator<mbr> >) [3]
[4]     24.0    0.21    0.20 21287627         calculateCMBR(float, float, float, float, float, float, float, float) [4]
                0.09    0.00 42575254/42575254     getMax(float, float) [16]
                0.06    0.00 42575254/42575254     getMin(float, float) [19]
                0.06    0.00 21287627/21289534     mbr::mbr() [20]
-----------------------------------------------
                0.04    0.24     148/148         buildCMBRList(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >) [2]
[5]     16.3    0.04    0.24     148         instanceCombinationBuild(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >) [5]
                0.07    0.00 17350791/18551882     std::vector<int, std::allocator<int> >::operator[](unsigned int) [18]
                0.07    0.00 34798655/37397745     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned int) [17]
                0.04    0.00 17253866/17747019     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [29]
                0.00    0.03   97073/97073       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::vector<int, std::allocator<int> >::insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, void>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [37]
                0.00    0.02   97073/297717      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::push_back(std::vector<int, std::allocator<int> > const&) [21]
                0.02    0.00 17253718/19768061     std::vector<int, std::allocator<int> >::size() const [45]
                0.00    0.00   97073/334392      std::vector<int, std::allocator<int> >::begin() [75]
                0.00    0.00     148/492         print_time(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [100]
                0.00    0.00  194146/335338      std::vector<int, std::allocator<int> >::end() [110]
                0.00    0.00   97073/297729      std::vector<int, std::allocator<int> >::clear() [112]
                0.00    0.00   97073/1781293     std::vector<int, std::allocator<int> >::push_back(int const&) [79]
                0.00    0.00   97073/98333       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&) [169]
                0.00    0.00     148/1117203     std::vector<int, std::allocator<int> >::~vector() [62]
                0.00    0.00     148/1477        std::vector<int, std::allocator<int> >::vector() [383]
                0.00    0.00     148/1076        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [396]
                0.00    0.00     148/492         std::common_type<std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> >, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> >, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > > const&) [436]
                0.00    0.00     148/492         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long long, std::ratio<1ll, 1000000ll> > >::value, std::chrono::duration<long long, std::ratio<1ll, 1000000ll> > >::type std::chrono::duration_cast<std::chrono::duration<long long, std::ratio<1ll, 1000000ll> >, long long, std::ratio<1ll, 1000000000ll> >(std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > const&) [432]
                0.00    0.00     148/492         std::chrono::duration<long long, std::ratio<1ll, 1000000ll> >::count() const [431]
                0.00    0.00     148/492         std::__cxx11::to_string(long long) [438]
                0.00    0.00     148/492         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [439]
-----------------------------------------------
                                                 <spontaneous>
[6]     15.2    0.00    0.26                 _fu1___ZSt4cout [6]
                0.00    0.22     630/630         void std::sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [8]
                0.00    0.02     630/630         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::unique<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [43]
                0.01    0.00  928434/1781293     std::vector<int, std::allocator<int> >::push_back(int const&) [79]
                0.00    0.00 2599090/37397745     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned int) [17]
                0.00    0.00 1199037/18551882     std::vector<int, std::allocator<int> >::operator[](unsigned int) [18]
                0.00    0.00 1130594/19768061     std::vector<int, std::allocator<int> >::size() const [45]
                0.00    0.00  470954/17747019     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [29]
                0.00    0.00     630/630         std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [168]
                0.00    0.00    1260/334392      std::vector<int, std::allocator<int> >::begin() [75]
                0.00    0.00    1890/335338      std::vector<int, std::allocator<int> >::end() [110]
                0.00    0.00    1260/98333       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&) [169]
                0.00    0.00 2798556/2799651     std::vector<std::vector<cmbr_comb, std::allocator<cmbr_comb> >, std::allocator<std::vector<cmbr_comb, std::allocator<cmbr_comb> > > >::operator[](unsigned int) [192]
                0.00    0.00 2798295/2798928     std::vector<cmbr_comb, std::allocator<cmbr_comb> >::operator[](unsigned int) [193]
